"","country","iso2","iso3","iso_numeric","g_whoregion","year","new_sp","new_sn","new_su","new_ep","new_oth","ret_rel","ret_taf","ret_tad","ret_oth","newret_oth","new_labconf","new_clindx","ret_rel_labconf","ret_rel_clindx","ret_rel_ep","ret_nrel","new_foreign","new_sspct","new_tbdeaths","tot_newrel","new_sp_m04","new_sp_m514","new_sp_m014","new_sp_m1524","new_sp_m2534","new_sp_m3544","new_sp_m4554","new_sp_m5564","new_sp_m65","new_sp_mu","new_sp_f04","new_sp_f514","new_sp_f014","new_sp_f1524","new_sp_f2534","new_sp_f3544","new_sp_f4554","new_sp_f5564","new_sp_f65","new_sp_fu","new_sn_m04","new_sn_m514","new_sn_m014","new_sn_m1524","new_sn_m2534","new_sn_m3544","new_sn_m4554","new_sn_m5564","new_sn_m65","new_sn_m15plus","new_sn_mu","new_sn_f04","new_sn_f514","new_sn_f014","new_sn_f1524","new_sn_f2534","new_sn_f3544","new_sn_f4554","new_sn_f5564","new_sn_f65","new_sn_f15plus","new_sn_fu","new_sn_sexunk04","new_sn_sexunk514","new_sn_sexunk014","new_sn_sexunk15plus","new_ep_m04","new_ep_m514","new_ep_m014","new_ep_m1524","new_ep_m2534","new_ep_m3544","new_ep_m4554","new_ep_m5564","new_ep_m65","new_ep_m15plus","new_ep_mu","new_ep_f04","new_ep_f514","new_ep_f014","new_ep_f1524","new_ep_f2534","new_ep_f3544","new_ep_f4554","new_ep_f5564","new_ep_f65","new_ep_f15plus","new_ep_fu","new_ep_sexunk04","new_ep_sexunk514","new_ep_sexunk014","new_ep_sexunk15plus","new_ep_sexunkageunk","rel_in_agesex_flg","newrel_m04","newrel_m514","newrel_m014","newrel_m1524","newrel_m2534","newrel_m3544","newrel_m4554","newrel_m5564","newrel_m65","newrel_m15plus","newrel_mu","newrel_f04","newrel_f514","newrel_f014","newrel_f1524","newrel_f2534","newrel_f3544","newrel_f4554","newrel_f5564","newrel_f65","newrel_f15plus","newrel_fu","newrel_sexunk04","newrel_sexunk514","newrel_sexunk014","newrel_sexunk15plus","newrel_sexunkageunk","rdst_new","rdst_ret","rdst_unk","mdr","rr_nmdr","unconf_mdr_tx","conf_mdr_tx","conf_xdr_tx","mdrxdr_bdq_used","mdrxdr_bdq_tx","dst_rlt_new","dst_rlt_ret","dst_rlt_unk","mdr_new","mdr_ret","mdr_unk","xpert_new","xpert_ret","xpert_unk","xpert_dr_r_new","xpert_dr_r_ret","xpert_dr_r_unk","mdr_dst_rlt","xdr","hivtest","hivtest_pos","hiv_cpt","hiv_art","hiv_tbscr","hiv_reg","hiv_ipt","hiv_reg_new","female_tb"
"2145","El Salvador","SV","SLV",222,"AMR",2008,985,362,0,313,0,58,8,20,0,0,985,NA,NA,NA,NA,NA,0,66814,31,1718,0,8,8,107,168,112,67,79,89,0,0,8,8,73,71,55,42,40,66,0,54,84,138,9,25,6,4,4,13,61,0,59,79,138,4,4,2,3,4,8,25,0,NA,NA,NA,NA,NA,14,17,22,49,31,15,12,16,145,0,7,20,27,25,29,37,13,11,9,124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,5,NA,NA,NA,11,82,0,0,6,0,NA,NA,NA,NA,NA,NA,0,0,1655,194,103,92,NA,2115,NA,NA,363
"2146","El Salvador","SV","SLV",222,"AMR",2009,930,363,0,329,1,63,37,13,0,0,930,NA,NA,NA,NA,NA,0,59832,34,1686,0,7,7,99,147,111,80,64,111,0,0,2,2,59,69,50,46,27,58,0,51,87,138,11,19,6,9,12,13,70,0,47,72,119,9,5,4,4,7,7,36,0,NA,NA,NA,NA,NA,14,19,30,42,32,16,11,16,147,0,11,26,37,20,47,26,18,10,5,126,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,65,85,0,1,1,0,NA,NA,NA,NA,NA,NA,0,0,1650,204,58,71,67,15427,97,NA,313
"2147","El Salvador","SV","SLV",222,"AMR",2010,972,338,0,328,0,62,22,8,0,0,972,NA,NA,NA,NA,NA,0,67831,42,1700,0,5,5,101,170,96,77,62,101,0,0,6,6,63,65,49,58,51,68,0,61,61,122,18,16,16,11,11,14,86,0,38,64,102,6,4,8,4,4,2,28,0,NA,NA,NA,NA,NA,18,27,36,38,40,21,11,12,158,0,6,21,27,15,40,29,19,10,3,116,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,NA,NA,NA,0,2,0,0,2,0,NA,NA,NA,NA,NA,NA,0,0,1667,180,147,113,292,25993,455,NA,366
"2148","El Salvador","SV","SLV",222,"AMR",2011,1079,371,0,384,0,62,14,7,0,0,1079,NA,NA,NA,NA,NA,0,NA,NA,1896,0,3,3,114,183,106,96,77,115,0,0,6,6,61,61,44,52,69,92,0,41,70,111,9,27,24,13,19,16,108,0,35,64,99,9,12,13,5,7,7,53,0,NA,NA,NA,NA,NA,19,23,47,52,34,21,13,30,197,0,7,19,26,37,34,26,14,15,12,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,4,0,NA,NA,238,69,0,1,3,0,NA,NA,NA,NA,NA,NA,0,0,1878,194,164,149,NA,NA,NA,NA,391
"2149","El Salvador","SV","SLV",222,"AMR",2012,1237,313,0,415,0,88,5,5,0,0,1237,NA,NA,NA,NA,NA,0,NA,NA,2053,0,5,5,131,194,122,100,87,115,0,0,5,5,81,73,80,90,64,90,0,43,53,96,18,28,19,9,7,10,91,0,26,55,81,5,10,12,7,4,7,45,0,NA,NA,NA,NA,NA,18,24,40,67,51,33,20,12,223,0,5,19,24,39,29,38,18,9,11,144,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,8,0,NA,NA,252,73,0,0,8,0,0,0,0,0,0,0,0,0,2036,214,142,178,NA,NA,NA,NA,488
"2150","El Salvador","SV","SLV",222,"AMR",2013,NA,NA,NA,333,NA,NA,NA,NA,NA,NA,1424,310,109,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,41,79,120,208,344,197,133,96,180,1158,0,30,50,80,90,122,123,95,115,164,709,0,NA,NA,NA,NA,NA,205,28,0,4,10,0,4,0,0,NA,NA,NA,368,NA,NA,4,NA,NA,203,NA,NA,7,NA,NA,2142,203,162,157,1612,4420,1127,1355,NA
"2749","Guatemala","GT","GTM",320,"AMR",2000,2052,518,0,202,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,2913,NA,NA,36,220,236,216,177,112,140,NA,NA,NA,41,199,167,175,135,87,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2750","Guatemala","GT","GTM",320,"AMR",2001,1669,449,NA,196,NA,105,9,32,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2419,NA,NA,27,171,201,169,137,98,97,NA,NA,NA,33,180,173,118,101,74,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2751","Guatemala","GT","GTM",320,"AMR",2002,1865,665,NA,237,NA,142,NA,NA,72,NA,1865,NA,NA,NA,NA,NA,NA,NA,NA,2909,NA,NA,27,217,219,171,158,117,146,NA,NA,NA,42,192,171,147,116,68,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2752","Guatemala","GT","GTM",320,"AMR",2003,1795,479,0,225,NA,143,57,17,NA,0,2499,NA,NA,NA,NA,NA,NA,NA,NA,2642,NA,NA,29,175,200,169,156,125,128,NA,NA,NA,24,186,179,157,104,88,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,140,95,140,NA,NA,NA,NA,NA
"2753","Guatemala","GT","GTM",320,"AMR",2004,2339,351,NA,233,264,126,17,40,NA,NA,3370,NA,NA,NA,NA,NA,NA,NA,NA,3313,NA,NA,43,282,291,209,210,144,129,NA,NA,NA,31,278,201,227,144,72,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,169,18,NA,46,5,0,NA,NA,NA,NA,NA,NA,NA,NA,1170,712,325,781,NA,NA,NA,NA,NA
"2754","Guatemala","GT","GTM",320,"AMR",2005,2420,588,NA,256,NA,101,13,45,NA,438,2420,NA,NA,NA,NA,NA,NA,NA,NA,3365,NA,NA,39,251,258,185,187,127,115,NA,NA,NA,38,339,245,277,176,88,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,20,40,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,478,NA,1160,1160,8700,NA,NA,NA
"2755","Guatemala","GT","GTM",320,"AMR",2006,2501,414,NA,238,360,113,18,30,NA,NA,3513,NA,NA,NA,NA,NA,NA,60546,142,3626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960,142,NA,NA,NA,NA,NA,NA,NA
"2756","Guatemala","GT","GTM",320,"AMR",2007,2348,376,0,282,0,134,18,45,0,0,3398,NA,NA,NA,NA,NA,0,53318,151,3140,18,115,74,169,207,226,203,159,155,NA,28,55,183,163,246,145,153,143,122,NA,11,35,17,35,37,35,17,10,21,155,NA,9,20,27,51,44,40,22,13,7,177,NA,NA,NA,NA,NA,NA,20,24,21,23,28,16,15,16,119,NA,12,17,17,16,27,26,22,17,14,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,0,0,144,0,0,23,NA,NA,NA,NA,NA,NA,0,0,1491,270,15,78,NA,NA,575,NA,1210
"2757","Guatemala","GT","GTM",320,"AMR",2008,2070,326,0,346,372,132,21,49,0,0,2070,NA,NA,NA,NA,NA,0,60350,167,3246,0,19,19,220,257,193,163,124,167,0,0,22,22,199,189,162,154,100,101,0,0,19,19,24,29,34,22,17,22,148,0,0,19,19,20,29,36,21,19,15,140,0,NA,NA,NA,NA,NA,16,16,23,55,36,31,16,11,172,0,0,16,16,28,33,27,25,16,13,142,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,13,NA,NA,NA,73,37,0,10,17,0,NA,NA,NA,NA,NA,NA,0,0,1871,326,326,326,135,9694,20,NA,949
"2758","Guatemala","GT","GTM",320,"AMR",2009,1609,170,0,207,828,88,15,25,0,0,1676,NA,NA,NA,NA,NA,0,53817,171,2902,34,87,121,144,168,117,122,91,88,NA,34,82,116,148,149,99,107,73,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,144,168,117,122,91,88,730,0,16,0,16,148,149,99,107,73,66,642,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,184,NA,28,NA,NA,NA,134,182,0,48,182,0,NA,NA,NA,NA,NA,NA,0,0,1920,260,260,260,525,1500,250,NA,840
"2759","Guatemala","GT","GTM",320,"AMR",2010,2121,265,0,348,436,152,14,15,0,0,2121,NA,NA,NA,NA,NA,0,73559,142,3322,8,52,60,187,245,207,172,143,165,NA,5,24,29,194,190,179,139,108,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,15,NA,NA,NA,NA,18,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2121,255,255,255,24,6152,NA,NA,966
"2760","Guatemala","GT","GTM",320,"AMR",2011,1961,309,0,243,415,112,14,34,0,0,1961,NA,NA,NA,NA,NA,0,NA,NA,3040,NA,NA,18,197,205,172,162,136,152,NA,NA,NA,25,186,192,154,154,102,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,3,24,0,NA,NA,0,27,0,0,27,0,NA,NA,NA,NA,NA,NA,0,0,2223,285,45,86,NA,NA,NA,NA,NA
"2761","Guatemala","GT","GTM",320,"AMR",2012,2212,382,0,311,393,144,18,39,0,NA,2594,NA,NA,NA,NA,NA,NA,NA,NA,3442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,10,0,39,0,NA,NA,37,74,150,7,17,45,0,0,0,0,0,0,5,0,2982,276,29,147,NA,NA,NA,NA,NA
"2762","Guatemala","GT","GTM",320,"AMR",2013,NA,NA,NA,287,NA,NA,NA,NA,NA,NA,2849,0,175,0,0,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,16,239,248,212,207,155,164,1225,0,NA,NA,25,197,208,167,154,106,98,930,0,NA,NA,NA,NA,NA,5,126,131,49,2,2,26,0,0,NA,5,126,131,0,49,0,0,0,0,0,0,0,0,0,2703,267,0,242,NA,NA,316,2375,NA
"2851","Guyana","GY","GUY",328,"AMR",2000,119,79,152,34,NA,38,7,16,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,422,NA,NA,4,20,19,14,7,6,9,NA,NA,NA,1,11,8,7,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2852","Guyana","GY","GUY",328,"AMR",2001,174,86,133,18,NA,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422,NA,NA,1,15,47,44,12,2,1,NA,NA,NA,0,6,16,16,9,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2853","Guyana","GY","GUY",328,"AMR",2002,138,206,203,40,NA,3,NA,NA,0,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,590,NA,NA,20,49,90,94,51,19,23,NA,NA,NA,26,32,36,34,19,15,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2854","Guyana","GY","GUY",328,"AMR",2003,244,79,249,23,NA,36,6,24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,631,NA,NA,10,56,111,114,58,27,13,NA,NA,NA,12,35,61,56,27,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,42,NA,30,NA,NA,NA,NA,NA
"2855","Guyana","GY","GUY",328,"AMR",2004,164,238,108,59,NA,34,6,NA,NA,NA,381,NA,NA,NA,NA,NA,NA,NA,NA,603,NA,NA,9,45,113,97,87,NA,4,NA,NA,NA,15,35,38,29,23,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,30,NA,NA,NA,NA,NA,NA,NA
"2856","Guyana","GY","GUY",328,"AMR",2005,240,220,132,33,6,8,0,17,0,0,240,NA,NA,NA,NA,NA,NA,NA,NA,639,NA,NA,12,48,130,116,81,41,20,NA,NA,NA,14,41,62,41,30,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,80,NA,NA,495,NA,NA,NA,NA
"2857","Guyana","GY","GUY",328,"AMR",2006,294,219,153,19,NA,25,1,36,NA,NA,513,NA,NA,NA,NA,NA,NA,3182,NA,710,NA,NA,6,37,61,59,40,15,5,NA,NA,NA,1,15,21,20,14,3,1,NA,NA,NA,12,28,76,73,48,12,13,250,NA,NA,NA,13,16,36,29,12,5,20,118,NA,NA,NA,NA,NA,NA,NA,4,1,3,2,1,NA,NA,7,NA,NA,NA,3,1,NA,3,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566,75,28,24,NA,NA,610,NA,NA
"2858","Guyana","GY","GUY",328,"AMR",2007,233,197,104,43,1,16,10,46,6,0,519,NA,NA,NA,NA,NA,NA,4629,40,594,NA,NA,2,15,43,44,41,12,8,NA,NA,NA,1,20,19,17,5,3,3,NA,NA,NA,10,20,43,56,30,21,13,183,NA,NA,NA,13,17,32,24,10,4,8,95,NA,NA,NA,NA,NA,NA,NA,3,1,9,6,5,5,1,27,NA,NA,NA,4,2,2,2,2,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,0,8,0,0,2,6,NA,NA,NA,NA,NA,NA,8,0,671,223,171,72,NA,NA,744,NA,NA
