"","country","iso2","iso3","iso_numeric","g_whoregion","year","new_sp","new_sn","new_su","new_ep","new_oth","ret_rel","ret_taf","ret_tad","ret_oth","newret_oth","new_labconf","new_clindx","ret_rel_labconf","ret_rel_clindx","ret_rel_ep","ret_nrel","new_foreign","new_sspct","new_tbdeaths","tot_newrel","new_sp_m04","new_sp_m514","new_sp_m014","new_sp_m1524","new_sp_m2534","new_sp_m3544","new_sp_m4554","new_sp_m5564","new_sp_m65","new_sp_mu","new_sp_f04","new_sp_f514","new_sp_f014","new_sp_f1524","new_sp_f2534","new_sp_f3544","new_sp_f4554","new_sp_f5564","new_sp_f65","new_sp_fu","new_sn_m04","new_sn_m514","new_sn_m014","new_sn_m1524","new_sn_m2534","new_sn_m3544","new_sn_m4554","new_sn_m5564","new_sn_m65","new_sn_m15plus","new_sn_mu","new_sn_f04","new_sn_f514","new_sn_f014","new_sn_f1524","new_sn_f2534","new_sn_f3544","new_sn_f4554","new_sn_f5564","new_sn_f65","new_sn_f15plus","new_sn_fu","new_sn_sexunk04","new_sn_sexunk514","new_sn_sexunk014","new_sn_sexunk15plus","new_ep_m04","new_ep_m514","new_ep_m014","new_ep_m1524","new_ep_m2534","new_ep_m3544","new_ep_m4554","new_ep_m5564","new_ep_m65","new_ep_m15plus","new_ep_mu","new_ep_f04","new_ep_f514","new_ep_f014","new_ep_f1524","new_ep_f2534","new_ep_f3544","new_ep_f4554","new_ep_f5564","new_ep_f65","new_ep_f15plus","new_ep_fu","new_ep_sexunk04","new_ep_sexunk514","new_ep_sexunk014","new_ep_sexunk15plus","new_ep_sexunkageunk","rel_in_agesex_flg","newrel_m04","newrel_m514","newrel_m014","newrel_m1524","newrel_m2534","newrel_m3544","newrel_m4554","newrel_m5564","newrel_m65","newrel_m15plus","newrel_mu","newrel_f04","newrel_f514","newrel_f014","newrel_f1524","newrel_f2534","newrel_f3544","newrel_f4554","newrel_f5564","newrel_f65","newrel_f15plus","newrel_fu","newrel_sexunk04","newrel_sexunk514","newrel_sexunk014","newrel_sexunk15plus","newrel_sexunkageunk","rdst_new","rdst_ret","rdst_unk","mdr","rr_nmdr","unconf_mdr_tx","conf_mdr_tx","conf_xdr_tx","mdrxdr_bdq_used","mdrxdr_bdq_tx","dst_rlt_new","dst_rlt_ret","dst_rlt_unk","mdr_new","mdr_ret","mdr_unk","xpert_new","xpert_ret","xpert_unk","xpert_dr_r_new","xpert_dr_r_ret","xpert_dr_r_unk","mdr_dst_rlt","xdr","hivtest","hivtest_pos","hiv_cpt","hiv_art","hiv_tbscr","hiv_reg","hiv_ipt","hiv_reg_new","female_tb"
"2043","Dominican Republic","DO","DOM",214,"AMR",2008,2458,783,150,580,0,309,12,176,0,0,2601,NA,NA,NA,NA,NA,0,59535,89,4280,2,14,16,322,398,337,198,122,105,0,4,30,34,288,272,163,96,55,52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,2011,399,0,0,400,16800,443,NA,990
"2044","Dominican Republic","DO","DOM",214,"AMR",2009,2441,699,123,615,112,266,21,165,0,0,2553,NA,NA,NA,NA,NA,0,56481,133,4256,2,28,30,344,428,284,217,116,88,0,2,26,28,278,271,160,92,49,56,0,0,0,0,0,0,0,0,0,0,0,699,0,0,0,0,0,0,0,0,0,0,123,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,93,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,2516,403,0,0,0,1030,822,NA,960
"2045","Dominican Republic","DO","DOM",214,"AMR",2010,2159,661,142,578,100,324,41,155,0,0,2259,NA,NA,NA,NA,NA,0,55711,119,3964,2,27,29,276,346,292,170,112,85,0,3,40,43,239,207,142,102,54,62,0,0,0,0,0,0,0,0,0,0,0,803,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,3,14,100,NA,NA,NA,32,106,0,25,83,0,NA,NA,NA,NA,NA,NA,17,3,2489,547,43,21,5041,5041,5041,NA,889
"2046","Dominican Republic","DO","DOM",214,"AMR",2011,2454,661,148,655,49,342,0,163,0,0,2880,NA,NA,NA,NA,NA,0,NA,NA,4309,3,17,20,333,406,318,200,133,112,0,4,26,30,242,274,159,103,66,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,0,19,88,3,NA,NA,12,77,28,12,77,28,0,0,0,0,0,0,16,3,2540,460,265,430,NA,NA,NA,NA,958
"2047","Dominican Republic","DO","DOM",214,"AMR",2012,2483,681,136,544,44,374,0,178,0,0,2527,NA,NA,NA,NA,NA,0,NA,NA,4262,3,12,15,317,489,315,197,126,111,0,3,23,26,230,260,148,119,62,68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,25,67,750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,24,43,501,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,6,9,100,0,NA,NA,79,193,126,12,80,0,0,0,0,0,0,0,15,1,2721,557,386,268,NA,NA,NA,NA,936
"2048","Dominican Republic","DO","DOM",214,"AMR",2013,NA,NA,NA,559,NA,NA,NA,NA,NA,NA,2732,821,338,0,0,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,18,22,388,477,333,244,158,113,1713,1565,3,27,30,246,240,166,130,66,62,910,210,NA,NA,NA,NA,NA,60,184,144,102,6,21,105,4,0,NA,60,184,144,30,62,1,0,0,0,0,0,0,10,2,3289,813,288,781,NA,NA,171,NA,NA
"2069","Ecuador","EC","ECU",218,"AMR",2000,5064,1338,0,400,NA,106,140,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,1121,6908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2070","Ecuador","EC","ECU",218,"AMR",2001,4439,1138,0,412,NA,26,5,36,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6015,NA,NA,39,673,832,269,202,251,116,NA,NA,NA,37,591,584,267,180,208,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2071","Ecuador","EC","ECU",218,"AMR",2002,4223,891,NA,392,NA,323,NA,NA,824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2072","Ecuador","EC","ECU",218,"AMR",2003,4488,829,NA,472,NA,653,153,492,NA,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,6442,NA,NA,18,310,266,194,125,75,96,NA,NA,NA,24,217,140,94,56,44,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA
"2073","Ecuador","EC","ECU",218,"AMR",2004,4340,777,0,440,NA,565,99,275,90,198,4340,NA,NA,NA,NA,NA,NA,NA,NA,6122,NA,NA,84,732,537,563,265,315,153,NA,NA,NA,108,522,342,268,170,161,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,62,62,NA,62,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2074","Ecuador","EC","ECU",218,"AMR",2005,3048,635,NA,330,NA,403,110,220,62,NA,3647,NA,NA,NA,NA,NA,NA,NA,NA,4416,NA,NA,48,446,468,308,237,150,159,NA,NA,NA,48,329,305,199,139,85,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,NA,NA,NA,NA,NA,NA,117,502,NA,12,241,0,NA,NA,NA,NA,NA,NA,NA,NA,10,3,0,NA,NA,NA,NA,NA,NA
"2075","Ecuador","EC","ECU",218,"AMR",2006,3182,540,NA,455,NA,417,82,168,76,NA,3184,NA,NA,NA,NA,NA,NA,59277,NA,4594,NA,NA,32,479,496,340,259,181,183,NA,NA,NA,46,321,315,183,143,92,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,392,0,NA,NA,NA,NA,NA,NA
"2076","Ecuador","EC","ECU",218,"AMR",2007,3448,480,0,503,0,446,88,210,87,0,3493,NA,NA,NA,NA,NA,NA,78091,NA,4877,NA,NA,42,555,486,367,282,178,227,NA,NA,NA,57,365,335,198,133,100,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,140,576,0,10,265,0,NA,NA,NA,NA,NA,NA,92,2,1672,324,0,324,799,2413,NA,NA,NA
"2077","Ecuador","EC","ECU",218,"AMR",2008,3380,435,0,609,0,421,120,169,68,0,5858,NA,NA,NA,NA,NA,0,80029,NA,4845,NA,NA,32,507,518,372,278,187,202,NA,NA,NA,56,334,331,185,126,107,145,NA,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,184,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,210,NA,NA,NA,183,548,0,15,138,0,NA,NA,NA,NA,NA,NA,155,3,959,402,NA,402,400,3728,3,NA,NA
"2078","Ecuador","EC","ECU",218,"AMR",2009,3317,369,NA,584,NA,433,84,160,79,NA,3872,NA,NA,NA,NA,NA,NA,101641,NA,4703,NA,NA,40,485,519,296,297,212,230,NA,NA,NA,49,342,312,162,141,99,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,452,NA,NA,NA,NA,NA,NA,10,133,13,NA,NA,NA,NA,NA,NA,NA,NA,2385,443,NA,443,NA,5070,NA,NA,NA
"2079","Ecuador","EC","ECU",218,"AMR",2010,3373,404,0,655,0,400,29,168,66,0,3580,NA,NA,NA,NA,NA,NA,109822,569,4832,NA,NA,32,499,529,314,309,227,246,NA,NA,NA,52,298,308,178,158,113,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,19,114,114,NA,NA,NA,363,584,NA,28,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,5183,427,NA,427,390,NA,NA,NA,NA
"2080","Ecuador","EC","ECU",218,"AMR",2011,3521,380,0,808,0,397,47,134,63,0,3795,NA,NA,NA,NA,NA,NA,NA,NA,5106,7,38,45,481,547,364,323,272,232,NA,5,44,49,340,311,177,141,118,121,NA,33,13,46,42,59,40,23,17,23,204,NA,14,17,31,18,25,10,13,21,12,99,NA,NA,NA,NA,NA,NA,16,39,77,131,107,58,52,58,483,NA,15,5,20,50,78,39,29,31,39,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,28,0,283,0,NA,NA,239,284,NA,5,95,NA,1129,1003,NA,4,11,NA,100,1,3640,576,NA,NA,NA,NA,NA,NA,1301
"2081","Ecuador","EC","ECU",218,"AMR",2012,3856,285,0,856,111,348,20,136,159,NA,3967,NA,NA,NA,NA,NA,NA,NA,NA,5456,3,34,37,506,567,387,359,291,333,NA,6,53,59,333,337,184,164,146,153,NA,21,14,35,28,41,20,25,18,19,151,NA,12,12,24,17,15,7,9,12,15,75,NA,NA,NA,NA,NA,NA,17,29,102,126,87,61,50,50,476,NA,8,11,19,72,80,55,40,43,42,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,26,5,191,0,NA,NA,529,827,NA,8,215,NA,1,17,NA,0,1,NA,122,2,4974,669,0,669,NA,NA,NA,NA,1429
"2082","Ecuador","EC","ECU",218,"AMR",2013,NA,NA,NA,911,NA,NA,NA,NA,NA,NA,3741,324,301,0,0,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,46,69,115,686,825,545,540,353,385,3334,0,36,83,119,440,387,268,239,176,199,1709,0,NA,NA,NA,NA,NA,19,70,6,95,22,0,95,0,0,NA,55,123,12,19,69,7,0,0,0,0,0,0,94,0,4970,698,0,698,NA,NA,NA,NA,NA
"2137","El Salvador","SV","SLV",222,"AMR",2000,1008,278,0,108,NA,91,7,83,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1485,NA,NA,13,99,124,114,92,62,107,NA,NA,NA,28,81,76,63,63,39,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2138","El Salvador","SV","SLV",222,"AMR",2001,1003,239,0,133,NA,83,19,56,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1458,NA,NA,20,101,144,100,78,62,101,NA,NA,NA,22,68,86,59,59,53,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2139","El Salvador","SV","SLV",222,"AMR",2002,980,344,0,162,NA,64,NA,NA,51,NA,980,NA,NA,NA,NA,NA,NA,NA,NA,1550,NA,NA,8,85,127,101,91,59,93,NA,NA,NA,6,80,84,61,49,51,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2140","El Salvador","SV","SLV",222,"AMR",2003,870,269,0,160,NA,84,8,14,NA,0,870,NA,NA,NA,NA,NA,NA,NA,NA,1383,NA,NA,7,75,105,103,81,59,89,NA,NA,NA,7,70,71,47,48,44,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041,98,NA,19,NA,NA,NA,NA,NA
"2141","El Salvador","SV","SLV",222,"AMR",2004,926,220,0,184,1,75,21,39,0,0,926,NA,NA,NA,NA,NA,NA,NA,NA,1406,NA,NA,5,92,121,90,84,77,91,NA,NA,NA,15,64,73,55,44,48,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,2,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1135,84,NA,9,NA,NA,NA,NA,NA
"2142","El Salvador","SV","SLV",222,"AMR",2005,1059,402,0,255,NA,78,9,27,0,0,1059,NA,NA,NA,NA,NA,NA,57754,NA,1794,NA,NA,5,97,140,128,104,74,117,NA,NA,NA,6,85,82,59,50,42,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,12,14,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1544,188,37,71,NA,NA,NA,NA,NA
"2143","El Salvador","SV","SLV",222,"AMR",2006,913,347,0,283,0,101,17,18,0,0,913,NA,NA,NA,NA,NA,NA,50557,30,1644,NA,NA,6,93,124,101,76,54,103,NA,NA,NA,7,71,80,49,50,38,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,27,15,40,26,14,10,33,138,NA,3,14,17,18,38,18,11,5,11,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,104,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1631,176,22,63,1195,18048,NA,NA,NA
"2144","El Salvador","SV","SLV",222,"AMR",2007,942,358,0,306,0,60,8,18,0,0,942,NA,NA,NA,NA,NA,0,58902,48,1666,0,8,8,79,179,110,73,62,95,NA,0,4,4,63,85,50,45,33,56,NA,69,78,147,5,9,6,8,6,11,45,NA,55,74,129,6,5,9,4,3,10,37,NA,NA,NA,NA,NA,NA,21,27,22,46,26,23,13,19,149,NA,4,16,20,18,30,26,18,9,9,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,457,81,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,1566,210,107,77,NA,11923,110,NA,340
