id,country,year,country_code,wb_income_group,wb_income_group_code,tb_incidence,tbincidence_hiv,num_incid_tb_cases,num_incid_tb_hiv_cases,case_det_rate,new_relapses_tb_cases,rate_deaths_hiv_neg_tb_cases,num_prev_tb_cases,num_deaths_tb_cases_exc_hiv,prev_tb_cases,new_extra_tb_cases,new_pulm_smear_neg_tb_cases,new_pulm_smear_pos_tb_cases,lab_DST_5million_pop,lab_culture_diagnosis_5million_pop,lab_smear_diagnosis_100k_pop,lab_second_DST_available,nat_ref_lab,GDP_constant_2000,GDP_constant_LCU,GDP_current_LCU,GDP_current_US,GDP_deflator,GDP_growth,GDP_per_capita_constant_2000,GDP_per_capita_constant_LCU,GDP_per_capita_current_LCU,GDP_per_capita_current_US,GDP_per_capita_growth,GDP_per_capita_PPP_constant_2005_international,GDP_per_capita_PPP_current_international,GDP_per_person_employed,GDP_PPP_constant_2005_international,GDP_PPP_current_2005_international,GNI_constant_2000_US,GNI_constant_LCU,GNI_current_LCU,GNI_current,GNI_growth,GNI_percapita_constant_2000_US,GNI_percapita_constant_LCU,GNI_percapita_current_LCU,GNI_percapita_growth,GNI_percapita_Atlas_method,GNI_percapita_PPP_constant_2005_international,GNI_percapita_PPP_current_international,GNI_Atlas_method_current,GNI_PPP_constant_2005_international,GNI_PPP_current_international,Health_expenditure_percapita_current,Health_expenditure_percapita_PPP_constant_2005_international,Health_expenditure_private_GDP,Health_expenditure_public_GDP,Health_expenditure_public_government_expenditure,Health_expenditure_total_health_expenditure,Health_expenditure_total,Urban_population,Urban_population_growth,Inflation_GDP_deflator,Population_in_urban_agglomerations,Poblacion_total_prision,tasa_encarcelamiento_100k,p_prision_preventiva,p_mujeres,p_menores_edad,p_extranjeros,n_prisiones,capacidad_sistema_penitenciario,p_nivel_ocupacion_SP,recorded_adult_percapita_consumption_in_litres_of_pure_alcohol,prevalecia_diabetes,prevalencia_consumo_tabaco,poblacion_total,e_inc_tb_inc_hiv_100k, e_inc_tb_inc_hiv_num,e_inc_tbhivpos_100k,e_inc_tbhivpos_num,e_inc_tb_inc_nohiv_100k, e_inc_tb_inc_nohiv_num,tb_notificados_all_form_num,nuevos_notificados_tasa_k,tb_pulm_not,tb_not_antestratado,p_deteccion,p_sp_among_new_pulm,c_new_sp_tsr,p_muertes_nuevos,p_fracaso_nuevos,p_abandono_nuevos,c_ret_tsr,p_muerte_antes_tratados,p_fracaso_antes_tratados,p_abandono_antes_tratados,e_mort_exc_tbhiv_100k,e_tbhiv_prct,hiv_reg_new,hiv_reg,hiv_tbscr,hivtest,hivtest_pos,p_pacientes_conocen_hiv_status,p_positividad,hiv_art_num,p_hiv_art,hiv_ipt_num,hiv_cpt_num,p_hiv_cpt,p_e_new_mdr_pcnt,e_new_mdr_num,p_e_ret_mdr_pcnt,e_ret_mdr_num,e_mdr_new_and_ret,num_Bact_VE_tested_MDR_TB,total_casos_confirmados_mdr,p_mdr_del_total_casos_notificados,vih_prevalence,y_educacion_prom,emision_PP_CO2_ton,IDH,p_menores_5a_bajo_peso,p_emigrantes,p_inmigrantes,t_neta_migracion,crec_anual_PBI_p,disponibilidad_calorias_kcal_dia_habitante,esperanza_vida_nacer_anos,gasto_nacional_salud_proporcion_PBI,incidencia_tuberculosis_por_100000_hab,Incidencia_tuberculosis_baciloscopia_positiva_100000_hab,INB_per_capita_internacionales_PPA_US,Poblacion_Miles,prevalencia_deficit_nutricional_ninos_menores_5anos_p,prevalencia_sobrepeso_poblacion_adulta_p_20_74_anos,Prevalencia_uso_tabaco_adolescentes_p_13_15anos,Proporcion_poblacion_usa_fuentes_mejoradas_agua_potable,proporcion_poblacion_utiliza_instalaciones_mejoradas_saneamiento,p_poblacion_menores_1ano_inmunizada_tuberculosis,proporcion_poblacion_urbana,razon_cruda_escolaridad_primaria,razon_medicos_10000_hab,tasa_alfabetizacion,tasa_crecimiento_anual_poblacion,tasa_incidencia_pobreza_sobre_base_1_25_dia_PPA,tasa_incidencia_pobreza_linea_pobreza_nacional,tasa_incidencia_SIDA_por_100000_hab,tasa_estimada_mortalidad_diabetes_mellitus_100000_hab,tasa_estimada_mortalidad_neoplasias_malignas_pulmon_traquea_bronquios_por_100000hab,tasa_estimada_mortalidad_tuberculosis_por_100000hab,prop_desem_fuerza_trabajo,ret_taf,ret_tad,ret_oth,tot_newrel,total_casos_tb,e_inc_num,captacion
196,Guatemala,2010,GTM,Lower middle income,WB_LMI,62,7.4,8900,1100,37,3322,2.5,16000,360,111,348,2121,0,0.3,3.8,1.9,"Yes, using laboratories in another country",Yes,2.68E+10,2.00E+11,3.33E+11,4.13E+10,167,2.91,1860,13900,23200,2870,0.369,4300,4760,13800,6.18E+10,6.85E+10,2.60E+10,1.94E+11,3.23E+11,4.01E+10,2.91,1810,13500,22500,0.37,2740,4170,4620,3.95E+10,6.00E+10,6.65E+10,197,327,4.46,2.39,15.8,34.9,6.85,49.3,3.38,5.11,7.84,11140,77,,,,,,,,,6.9,,14000000,62,8900,7.4,1100,54.6,7800,3322,22.64,3170,152,37.33,89,83,6,1,9,64,5,7,20,2.5,,,,,2121,255,63,12,255,100,,255,100,,,,,,,18,0.54,0.7,4.1,,0.579,13,6.1,0.4,-3,2.9,,71,,23.1,14.7,4630,14389,,,,92,79,100,49.3,83.7,,75.2,2.5,,,9,,,,3,14,15,0,3322,3351,8900,0.376516854
197,Guatemala,2011,GTM,Lower middle income,WB_LMI,61,7.5,9000,1100,34,3040,2.4,16000,360,111,243,1961,0,1,4.1,1.8,"Yes, using laboratories in another country",Yes,2.78E+10,2.07E+11,3.65E+11,4.69E+10,176,3.87,1890,14000,24700,3180,1.28,4350,4930,13800,6.42E+10,7.27E+10,2.69E+10,2.00E+11,3.53E+11,4.53E+10,3.47,1820,13600,23900,0.885,2870,4210,4760,4.24E+10,6.21E+10,7.03E+10,214,334,4.34,2.39,14.7,35.5,6.73,49.8,3.44,5.53,7.94,12835,87,54.4,7.4,4.6,3.5,19,6974,184,,7.69,11.7,14757316,61,9000,7.5,1100,53.5,7900,3040,20,2928,112,33.78,86,86,,,,,,,,2.4,12,,,,2125,260,69,12,260,100,,260,100,3,80,26,42,122,,27,0.89,0.8,4.1,,0.58,,,,,3.9,,71,2.2,,,4800,14757,,,,88,80,89,49.8,,,,2.5,,,18.3,,,,3,14,34,0,3040,3088,9000,0.343111111
198,Guatemala,2012,GTM,Lower middle income,WB_LMI,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Guyana,1995,GUY,Lower middle income,WB_LMI,89,25,650,180,45,296,12,950,84,130,22,85,45,NA,NA,NA,NA,NA,6.23E+08,2.34E+11,8.83E+10,6.22E+08,37.7,4.99,856,322000,121000,854,4.78,2190,1790,NA,1.60E+09,1.30E+09,NA,NA,8.05E+10,5.67E+08,NA,NA,NA,111000,NA,730,NA,1630,5.34E+08,NA,1.19E+09,43.3,90.4,0.942,4.12,10.3,81.4,5.07,29.1,-0.109,12.4,NA,1531,210,,,,,,,,3.67,,,756040,89,650,25,180,64,470,296,38.89,294,2,45.54,31,44,11,1,38,,,,,12,,,,,,,,,,,,,,,,,,,,,0,1.4,,,,,,,,5,,62,,40.7,11.7,1630,728,,,,88,78,93,29.1,75,3,,0.1,,,31.7,,,,,,,,296,296,650,0.455384615
200,Guyana,1996,GUY,Lower middle income,WB_LMI,89,28,650,210,48,314,13,890,94,122,21,71,177,NA,NA,NA,NA,NA,6.72E+08,2.53E+11,9.90E+10,7.05E+08,39.2,7.88,922,347000,136000,968,7.73,2360,1960,NA,1.72E+09,1.43E+09,NA,NA,9.13E+10,6.50E+08,NA,NA,NA,125000,NA,860,NA,1800,6.30E+08,NA,1.32E+09,47.9,96.8,0.904,4.04,10.1,81.7,4.95,29,-0.166,4,NA,,,,,,,,,,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.6,,,,,,,,7.9,,63,,43.1,9.7,1800,729,,,,88,78,88,29,79.5,3,,0.1,,,19.8,,,,,,,,314,314,650,0.483076923
201,Guyana,1997,GUY,Lower middle income,WB_LMI,89,31,650,230,62,407,15,830,110,114,22,105,236,NA,NA,NA,NA,NA,7.14E+08,2.69E+11,1.07E+11,7.49E+08,39.7,6.23,978,368000,146000,1030,6.12,2510,2120,NA,1.83E+09,1.54E+09,NA,NA,9.58E+10,6.73E+08,NA,NA,NA,131000,NA,920,NA,1900,6.69E+08,NA,1.39E+09,52.8,109,0.878,4.27,10.2,82.9,5.15,29,-0.202,1.4,NA,,,,,,,,,,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.7,,,,,,,,6.2,,63,,55.8,14.4,1900,730,,41,,88,78,94,28.9,82.5,2,,0.1,,,15.9,,,,,,,,407,407,650,0.626153846
202,Guyana,1998,GUY,Lower middle income,WB_LMI,95,35,690,260,46,318,17,840,120,115,22,85,144,NA,NA,NA,NA,NA,7.02E+08,2.64E+11,1.08E+11,7.18E+08,40.9,-1.71,961,361000,148000,982,-1.8,2460,2110,NA,1.80E+09,1.54E+09,NA,NA,9.75E+10,6.48E+08,NA,NA,NA,133000,NA,880,NA,1900,6.46E+08,NA,1.39E+09,51.8,111,0.957,4.31,10.8,81.9,5.27,28.9,-0.208,3,NA,1697,232,,,,,,,,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.8,,,,,,,,-1.7,,64,,43.5,11.6,1900,730,,,,88,78,92,28.9,,,,0.2,8.7,,20.3,,,,,,,,318,318,690,0.460869565
203,Guyana,1999,GUY,Lower middle income,WB_LMI,100,39,730,280,56,407,18,860,130,117,NA,178,NA,NA,NA,NA,NA,NA,7.23E+08,2.72E+11,1.24E+11,6.95E+08,45.5,2.97,988,372000,169000,950,2.82,2530,2200,NA,1.85E+09,1.61E+09,NA,NA,1.14E+11,6.38E+08,NA,NA,NA,155000,NA,900,NA,2020,6.59E+08,NA,1.48E+09,44.5,103,0.864,3.82,10.7,81.5,4.68,28.8,-0.165,11.2,NA,,,,,,,,,,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.9,,,,,,,,3,,64,,55.6,24.3,2020,731,,,,89,79,91,28.8,101.9,3,,0.2,,,44.3,,,,,,,,407,407,730,0.557534247
204,Guyana,2000,GUY,Lower middle income,WB_LMI,104,42,760,300,55,422,20,870,150,119,34,119,152,NA,NA,NA,NA,NA,7.13E+08,2.68E+11,1.30E+11,7.13E+08,48.5,-1.38,972,366000,177000,972,-1.59,2490,2210,NA,1.83E+09,1.62E+09,6.61E+08,NA,1.21E+11,6.61E+08,NA,901,NA,164000,NA,890,NA,2050,6.54E+08,NA,1.50E+09,56.8,129,0.893,4.95,10.8,84.7,5.85,28.7,-0.0891,6.6,NA,,,,,,,,,,6.2,3.1,,756040,104,760,42,30,62,730,422,50.79,384,38,55.53,34,56,12,5,24,53,13,5,26,20,,,,,,,,,,,,,,,,,,,,,0,1.9,7.7,2.2,0.578,0.5,,,-11.6,-1.4,2814,65,,57.6,16.2,2050,733,13.8,51.4,15.3,89,79,93,28.7,102.7,,,0.3,,,43.3,106.3,7.6,16.9,,7,16,23,422,468,760,0.615789474
205,Guyana,2001,GUY,Lower middle income,WB_LMI,108,43,800,320,53,422,21,890,150,121,18,174,133,NA,NA,NA,NA,No,7.29E+08,2.74E+11,1.30E+11,6.96E+08,47.6,2.25,991,373000,177000,947,1.94,2540,2310,NA,1.87E+09,1.70E+09,NA,NA,1.19E+11,6.37E+08,NA,NA,NA,162000,NA,880,NA,2110,6.45E+08,NA,1.55E+09,55.2,134,0.927,4.9,10.7,84.1,5.82,28.6,0.0338,-1.89,NA,1507,205,,,,,,,,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.9,,,,,,,,2.2,2823,65,,57.4,23.7,2110,735,,,,90,80,95,28.6,86.6,,,0.3,,,88.7,46.2,4.9,8.2,9.1,0,0,0,422,422,800,0.5275
206,Guyana,2002,GUY,Lower middle income,WB_LMI,111,44,820,330,72,590,22,910,160,123,40,138,203,NA,NA,NA,NA,NA,7.36E+08,2.77E+11,1.38E+11,7.22E+08,49.7,1.05,998,375000,187000,979,0.683,2560,2360,NA,1.89E+09,1.74E+09,NA,NA,1.27E+11,6.67E+08,NA,NA,NA,172000,NA,890,NA,2180,6.58E+08,NA,1.61E+09,56.7,137,0.888,4.91,11.2,84.7,5.8,28.5,0.0942,4.51,NA,,,,,,,,,,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.8,,,,,,,,1.1,2798,66,,79.9,18.7,2180,738,,,,90,80,91,28.5,,,,0.4,,,120.6,52.2,2.2,12.7,11.8,,,0,590,590,820,0.719512195
207,Guyana,2003,GUY,Lower middle income,WB_LMI,114,44,840,330,75,631,22,920,160,124,23,244,249,NA,NA,NA,NA,NA,7.29E+08,2.74E+11,1.44E+11,7.42E+08,52.5,-1.01,984,370000,194000,1000,-1.39,2520,2370,NA,1.87E+09,1.76E+09,NA,NA,1.34E+11,6.91E+08,NA,NA,NA,181000,NA,920,NA,2210,6.81E+08,NA,1.64E+09,55.7,132,0.822,4.74,10.6,85.2,5.56,28.5,0.123,5.49,NA,1507,175,,,,,,,,7.41,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.8,,,,,,,,-1,2784,66,,85.2,32.9,2210,741,,,,91,81,95,28.5,78.7,,,0.3,,,113.1,48,2.7,10.9,,6,24,,631,661,840,0.786904762
208,Guyana,2004,GUY,Lower middle income,WB_LMI,115,43,850,320,71,603,22,920,160,124,59,164,108,NA,NA,NA,NA,NA,7.53E+08,2.83E+11,1.56E+11,7.86E+08,55,3.29,1010,381000,210000,1060,2.9,2600,2510,NA,1.93E+09,1.87E+09,NA,NA,1.34E+11,6.76E+08,NA,NA,NA,180000,NA,940,NA,2160,6.96E+08,NA,1.61E+09,56.7,135,0.796,4.57,10.3,85.2,5.36,28.4,0.108,4.89,NA,1280,172,,,,,,,,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.7,,,,,,,,3.3,2757,67,,81.1,22.1,2160,744,,,14.9,91,81,94,28.4,81.6,,,0.3,,,99.5,51.1,1.9,15.9,,6,,,603,609,850,0.716470588
209,Guyana,2005,GUY,Lower middle income,WB_LMI,115,20,860,150,74,639,22,1100,160,146,33,240,132,0,6.7,0.4,NA,NA,7.38E+08,2.78E+11,1.65E+11,8.25E+08,59.4,-1.96,989,372000,221000,1110,-2.28,2540,2540,NA,1.89E+09,1.89E+09,NA,NA,1.61E+11,8.04E+08,NA,NA,NA,215000,NA,1090,2470,2470,8.14E+08,1.85E+09,1.85E+09,60.2,138,0.99,4.46,8.27,81.8,5.45,28.3,0.0622,7.9,NA,1295,169,,,,,,,,6.98,,,756040,115,860,20,150,95,710,639,83.46,631,8,74.3,41,59,7,,26,57,9,9,13,22,,,,,456,80,70,18,0,,,0,,,,,,,,,0,1.6,8,2,0.61,,,,-8.9,-2,2773,68,,85.6,32.2,2470,746,,,,92,81,96,28.3,104.7,,,0.3,,,71.7,54.3,3.6,12.6,,0,17,0,639,656,860,0.762790698
210,Guyana,2006,GUY,Lower middle income,WB_LMI,115,15,860,110,83,710,22,1100,160,147,19,294,153,0,6.7,NA,NA,Yes,7.76E+08,2.92E+11,2.92E+11,1.46E+09,100,5.13,1040,390000,390000,1950,4.84,2660,2740,NA,1.99E+09,2.05E+09,NA,NA,2.83E+11,1.41E+09,NA,NA,NA,378000,NA,1330,NA,2660,9.98E+08,NA,1.99E+09,82.3,116,1.1,3.13,9,74,4.22,28.3,0.281,68.4,NA,1524,199,,,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.5,8.1,2,0.617,,,,,5.1,2734,68,,94.9,39.3,2660,748,,,,92,82,96,28.3,105,,,0.2,,,,58.8,3.7,12.4,,1,36,,710,747,860,0.868604651
211,Guyana,2007,GUY,Lower middle income,WB_LMI,114,38,850,280,70,594,22,910,170,121,43,233,104,0,6.7,1.9,"Yes, using laboratories in another country",No,8.31E+08,3.12E+11,3.52E+11,1.74E+09,113,7.02,1110,417000,469000,2320,6.77,2840,3020,NA,2.13E+09,2.26E+09,NA,NA,3.45E+11,1.70E+09,NA,NA,NA,460000,NA,1780,NA,2950,1.33E+09,NA,2.22E+09,92.7,120,1.19,2.8,9.32,70.1,3.99,28.3,0.235,12.7,NA,1955,260,,,,,,,,6.86,7.1,,,,,,,,,,,,,,,71,7,2,14,54,12,4,26,,,,,,,,,,,,,,,,,,,,,,0,1.4,8.2,2,0.617,,,,,7,2716,69,,79.2,31.1,2950,750,,,,92,82,97,28.3,98.5,4,,0.2,,,,52.3,2,11.7,,10,46,6,594,656,850,0.771764706
212,Guyana,2008,GUY,Lower middle income,WB_LMI,113,27,850,200,77,653,23,960,170,128,61,320,94,0,6.7,2.1,"Yes, using laboratories in another country",Yes,8.47E+08,3.19E+11,3.92E+11,1.92E+09,123,1.98,1130,424000,521000,2560,1.77,2890,3140,NA,2.17E+09,2.36E+09,NA,NA,3.89E+11,1.91E+09,NA,NA,NA,517000,NA,2400,NA,3110,1.81E+09,NA,2.34E+09,172,210,1.26,5.45,18.6,81.2,6.71,28.3,0.203,9.02,NA,,,,,,,,,,6.99,,,900000,113,850,28,210,85,640,653,80.33,723,30,76.82,48,69,5,2,16,26,10,2,24,17,,,,,516,123,70,24,73,59,132,119,97,,,,,,34,0,0,1.3,,,,,,,,2,2726,69,,86.9,42.6,3110,752,,,,93,83,96,28.3,94.5,,,0.2,,,,56.7,2.3,11.3,,12,64,11,653,740,850,0.870588235
213,Guyana,2009,GUY,Lower middle income,WB_LMI,112,30,840,230,91,763,24,910,180,121,78,328,137,0,6.6,2.8,No,Yes,8.75E+08,3.29E+11,4.13E+11,2.03E+09,125,3.32,1160,437000,549000,2690,3.12,2980,3280,NA,2.24E+09,2.47E+09,NA,NA,4.10E+11,2.01E+09,NA,NA,NA,544000,NA,2640,NA,3250,1.99E+09,NA,2.45E+09,173,210,1.11,5.32,17.3,82.7,6.43,28.3,0.193,2.13,NA,,,,,,,,,,7.16,,,756040,112,840,30,230,82,610,763,93.51,707,56,90.83,52,70,8,1,19,51,14,0,18,24,,,,,717,195,79,27,107,55,162,160,82,,,,,,,,0,1.2,8.4,,0.622,,,,,3.3,2718,69,,101.3,43.6,3240,753,18.2,,,93,83,98,28.3,92.4,2,,0.2,,,,46.3,2.7,8.9,,10,57,82,763,912,840,1.085714286
214,Guyana,2010,GUY,Lower middle income,WB_LMI,111,32,840,240,85,712,25,890,190,118,75,325,51,6.6,6.6,2.7,"Yes, using laboratories within and outside the country",Yes,9.13E+08,3.44E+11,4.60E+11,2.26E+09,134,4.37,1210,455000,610000,2990,4.17,3100,3440,NA,2.34E+09,2.59E+09,NA,NA,4.63E+11,2.27E+09,NA,NA,NA,613000,NA,2900,NA,3460,2.19E+09,NA,2.61E+09,169,194,1.15,4.48,14.8,79.5,5.63,28.3,0.198,6.7,NA,2122,281,,,,,,,,,10.2,,756040,111,840,32,240,79,600,712,89.15,674,38,84.76,54,71,6,1,18,52,14,1,28,25,,,,,734,209,88,28,123,59,144,161,77,,,,,,,5,0.7,1.1,8.5,,0.628,10.5,56.9,1.5,-10.7,4.4,,70,2.1,94.4,43.1,3460,754,,,20.9,94,83,98,28.3,83.2,7,,0.2,,,17.6,,,,,3,44,77,712,836,840,0.995238095
215,Guyana,2011,GUY,Lower middle income,WB_LMI,110,26,830,190,85,710,27,920,200,121,78,323,102,6.6,6.6,2.6,"Yes, using laboratories within and outside the country",Yes,NA,NA,5.26E+11,2.58E+09,NA,NA,NA,NA,695000,3410,NA,NA,NA,NA,NA,NA,NA,NA,5.24E+11,2.57E+09,NA,NA,NA,693000,NA,NA,NA,NA,NA,NA,NA,200,230,1.22,4.64,16.2,79.1,5.86,28.4,0.519,NA,NA,1962,260,0.39,4.5,0.7,2.5,5,1580,124.2,,15.52,16,756040,110,830,26,190,84,640,710,90,683,27,85.54,53,72,,,,,,,,27,23,1180,,,852,199,93,23,165,83,119,188,94,2.1,13,11,26,39,2,3,0.42,1.1,8.5,,0.632,,,,,,,70,,,,,756,,,,95,84,97,28.4,,,,0.2,,,,,,,,7,66,133,710,916,830,1.103614458
216,Guyana,2012,GUY,Lower middle income,WB_LMI,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Haiti,1995,HTI,Low income,WB_LI,247,73,19000,5800,32,6212,39,28000,3000,359,NA,NA,NA,NA,NA,NA,NA,NA,3.24E+09,1.16E+10,4.07E+10,2.70E+09,351,9.9,411,1470,5170,342,7.76,1100,897,NA,8.68E+09,7.06E+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,989,NA,NA,NA,NA,22.6,59.2,3.9,2.7,23.6,40.9,6.6,32.6,4.5,16,18.1,1617,21,,,,,,,,5.42,,,8000000,247,19000,73,5800,174,13200,6212,0,0,,32.69,0,70,4,1,21,,,,,39,,,,,,,,,,,,,,,,,,,,,0,3.2,,,,,,,,9.9,,57,,78.9,,,7878,37.5,,,60,25,51,32.6,,2,,1.9,,,,,,,7.2,,,,6212,6212,19000,0.326947368
218,Haiti,1996,HTI,Low income,WB_LI,247,72,20000,5800,33,6632,39,29000,3100,360,776,3524,NA,NA,NA,NA,NA,NA,3.37E+09,1.21E+10,4.66E+10,2.97E+09,386,4.14,420,1500,5810,370,2.14,1130,932,NA,9.04E+09,7.49E+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,983,NA,NA,NA,NA,23.8,60.1,3.99,2.46,20.3,38.1,6.45,33.2,3.77,9.98,18.4,,24,,,,,,,,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.1,,,,,,,,4.1,,58,,82.6,43.9,,8032,,,,61,24,,33.2,,2,,1.9,,,,,,,7.2,,,,6632,6632,20000,0.3316
219,Haiti,1997,HTI,Low income,WB_LI,247,71,20000,5800,50,10116,39,30000,3200,361,1468,5497,0,NA,NA,NA,NA,NA,3.46E+09,1.24E+10,5.40E+10,3.24E+09,435,2.71,423,1520,6600,396,0.758,1130,957,NA,9.29E+09,7.84E+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,978,NA,NA,NA,NA,24.6,59.4,3.76,2.44,20.2,39.4,6.2,33.8,3.71,12.7,18.7,,17,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,,,2.7,,58,,123.6,67.1,,8187,,,,61,23,40,33.8,47.1,3,,1.9,,,,,,,7.2,,,,10116,10116,20000,0.5058
220,Haiti,1998,HTI,Low income,WB_LI,256,71,21000,6000,46,9770,40,31000,3300,374,1082,6442,0,NA,NA,NA,NA,NA,3.54E+09,1.27E+10,6.30E+10,3.76E+09,497,2.2,424,1520,7550,450,0.301,1140,974,NA,9.49E+09,8.12E+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972,NA,NA,NA,NA,27,58.3,3.96,2.03,16.8,33.9,5.99,34.4,3.64,14.1,19,3766,45,,,,,,,,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.9,,,,,,,,2.2,,58,,117.1,77.2,,8342,,,,62,23,52,34.4,,,,1.8,,,,,,,7.2,9,,9,9770,9788,21000,0.466095238
221,Haiti,1999,HTI,Low income,WB_LI,264,72,22000,6100,41,9124,41,33000,3500,384,916,6828,NA,NA,NA,NA,NA,NA,3.63E+09,1.30E+10,6.93E+10,4.09E+09,532,2.7,428,1530,8150,481,0.845,1150,996,NA,9.75E+09,8.46E+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,967,NA,NA,NA,NA,27.2,56.3,3.96,1.7,14.9,30,5.65,35,3.55,7.05,19.3,,33,,,,,,,,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.8,,,,,,,,2.7,,58,,107.4,80.4,,8495,,,,62,22,57,35,,3,,1.7,,,,,,,7.2,,55,55,9124,9234,22000,0.419727273
222,Haiti,2000,HTI,Low income,WB_LI,271,72,23000,6200,44,10420,41,34000,3600,391,1367,5887,0,NA,NA,NA,NA,NA,3.66E+09,1.31E+10,7.76E+10,3.66E+09,590,0.875,424,1520,8970,424,-0.875,1140,1010,NA,9.83E+09,8.72E+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961,NA,NA,NA,NA,25.7,61.1,4.38,1.68,16,27.7,6.06,35.6,3.46,11.1,19.6,,36,,,,,,,,4.79,4.8,,9000000,271,23000,72,6200,199,16800,10420,113.16,10184,236,45.3,67,71,5,1,13,57,5,7,22,41,,,,,,,,,,,,,,,,,,,,,0,2.7,3.9,0.2,0.422,,,,-3.3,0.9,1931,59,,120.5,68.1,,8645,28.9,,20.7,62,22,57,35.6,,,,1.7,,,,,,,7.2,,55,55,10420,10530,23000,0.457826087
223,Haiti,2001,HTI,Low income,WB_LI,276,71,24000,6200,42,10224,42,35000,3700,399,1253,5607,NA,NA,NA,NA,NA,Yes,3.63E+09,1.30E+10,8.57E+10,3.51E+09,659,-1.04,412,1480,9750,399,-2.69,1110,1000,NA,9.73E+09,8.83E+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,956,NA,NA,NA,NA,22.5,56.5,4.16,1.47,14.7,26.2,5.63,37.3,6.34,11.6,20.2,6310,41,,,,,,,,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.6,,,,,,,,-1,1890,59,,116.3,63.8,,8792,,,,63,21,49,37.3,,,,1.6,61.7,77,,,,,7.2,67,,67,10224,10358,24000,0.431583333
224,Haiti,2002,HTI,Low income,WB_LI,279,69,25000,6200,48,12066,41,36000,3700,401,1302,6188,0,NA,NA,NA,NA,NA,3.62E+09,1.30E+10,9.40E+10,3.21E+09,725,-0.261,405,1450,10500,360,-1.86,1090,1000,NA,9.70E+09,8.95E+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,NA,NA,NA,19.7,54.7,4.06,1.41,12.8,25.8,5.47,39,6.07,10,20.9,,42,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.5,,,,,,,,-0.3,1873,59,,135,69.3,,8935,,,,64,21,45,39,,,,1.6,,,,,,,7.2,,,104,12066,12170,25000,0.4868
